,smiles,property,value
1849,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])C(C)C1,Egc,5.8979
1850,[*]C(=O)OCC(C)(C)COC(=O)N1CC(C)N([*])CC1C,Egc,5.8365
1851,[*]CC(C)(C)COC(=O)Nc1ccc(NC(=O)O[*])cc1,Egc,4.8883
1852,[*]CC(C)(C)COC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,Egc,5.1704
1853,[*]C(=O)OCCCCOC(=O)N1CCN([*])CC1,Egc,5.8653
1854,[*]C(=O)OCCCCCCOC(=O)N1CCN([*])CC1,Egc,5.9678
1855,[*]CCOC(=O)Nc1ccc(-c2ccc(NC(=O)O[*])c(C)c2)cc1C,Egc,4.3385
1856,[*]CCOC(=O)Nc1cccc2c(NC(=O)O[*])cccc12,Egc,3.9352
1857,[*]CCOC(=O)Nc1ccc(C(C)(C)c2ccc(NC(=O)O[*])cc2)cc1,Egc,4.7807
1858,[*]CC(C)(C)COC(=O)Nc1ccc(Cc2ccc(NC(=O)O[*])c(C)c2)cc1C,Egc,4.5157
1859,[*]C(=O)Oc1ccc(OC(=O)N2CCN([*])CC2)cc1,Egc,5.2692
1860,[*]C(=O)OC1CCC(OC(=O)N2CCN([*])CC2)CC1,Egc,5.8355
1861,[*]C(=O)OC1CCC(OC(=O)N2CC(C)N([*])CC2C)CC1,Egc,5.8738
1862,[*]C(=O)Oc1ccc(OC(=O)N2CC(C)N([*])CC2C)cc1,Egc,5.5219
1863,[*]CCCCCCOC(=O)NCCCCNC(=O)O[*],Egc,6.3921
1864,[*]CC(C)(C)COC(=O)NC1CCC(CC2CCC(NC(=O)O[*])CC2)CC1,Egc,5.9159
1865,[*]CCCCCCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N[*],Egc,5.8961
1866,[*]CCCCCCOC(=O)NCCCCCCCCCCNC(=O)O[*],Egc,6.321
1867,[*]CCCCCOC(=O)NC(=O)C1CC1C(=O)NC(=O)O[*],Egc,6.0047
1868,[*]COC(=O)Nc1ccc(Cc2ccc(NC(=O)OCc3cocc3[*])cc2)cc1,Egc,4.6344
1869,[*]CCCCCCNC(=O)N[*],Egc,5.7413
1870,[*]CCCCCCCCCNC(=O)N[*],Egc,5.822
1871,[*]CCCCCCCCCCNC(=O)N[*],Egc,5.6429
1872,[*]CCCCCCNC(=O)NCCNC(=O)N[*],Egc,6.0459
1873,[*]CCCCCCNC(=O)NCCCNC(=O)N[*],Egc,5.6415
1874,[*]CCCCCCNC(=O)NCCCCNC(=O)N[*],Egc,5.3951
1875,[*]CCCCCCNC(=O)NCCCCCNC(=O)N[*],Egc,5.9068
1876,[*]CCCCCCCNC(=O)NCCCCCCNC(=O)N[*],Egc,5.6622
1877,[*]CCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],Egc,5.7995
1878,[*]CCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],Egc,5.7131
1879,[*]CCCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],Egc,5.6863
1880,[*]CCCCCCCCCCCCNC(=O)NCCCCCCNC(=O)N[*],Egc,5.7649
1881,[*]CCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],Egc,5.6621
1882,[*]CCCCCCCCCCCCCCCCCCNC(=O)NCCCCCCCCCCNC(=O)N[*],Egc,5.6443
1883,[*]C(=O)NCCCCCCNC(=O)N1CCN([*])CC1,Egc,5.4634
1884,[*]CCCCCCCCCCNC(=O)NCCCCCCCCNC(=O)N[*],Egc,5.9409
1885,[*]NC(CCCCNC(=O)NCCNC([*])=O)C(=O)OC,Egc,5.4494
1886,[*]NC(CCCCNC(=O)NCCCCCNC([*])=O)C(=O)OC,Egc,5.5834
1887,[*]NC(CCCCNC(=O)NCCCNC([*])=O)C(=O)OC,Egc,5.6996
1888,[*]NC(C)CNC(=O)NC(CCCCNC([*])=O)C(=O)OC,Egc,5.7921
1889,[*]NC(CCCCNC([*])=O)C(=O)OC,Egc,6.2157
1890,[*]CCCC1CC(=O)N([*])C(=O)C1,Egc,5.8014
1891,[*]c1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.3733
1892,[*]c1ccc(Oc2ccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,Egc,2.0871
1893,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,Egc,2.5383
1894,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc2)C3=O)cc1,Egc,2.3605
1895,[*]c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.5188
1896,[*]CCCCC(C)CCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,Egc,3.7606
1897,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,Egc,3.7854
1898,[*]c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)ccc1-2,Egc,2.1333
1899,[*]C(=O)Nc1ccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,Egc,2.7403
1900,[*]c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C([*])(F)F)cc5C4=O)cc3)cc1)C2=O,Egc,2.6011
1901,[*]c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c2)c1,Egc,3.4025
1902,[*]C(=O)Nc1ccc(-c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,Egc,2.4779
1903,[*]C(=O)Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(S(=O)(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)c1,Egc,3.0501
1904,[*]C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,Egc,2.5578
1905,[*]C(=O)Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,Egc,2.7174
1906,[*]C(=O)Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(S(=O)(=O)c5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc3)C4=O)cc2)cc1,Egc,3.3421
1907,[*]c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.6697
1908,[*]c1ccc(C(CCCCCCCC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.4696
1909,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.9955
1910,[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,Egc,2.1515
1911,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)cc1,Egc,2.8625
1912,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.1894
1913,[*]c1ccc(-n2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)c(C)c1,Egc,2.9393
1914,[*]c1ccc(Oc2ccc(C(=O)c3cccc(C(=O)c4ccc(Oc5ccc(-n6c(=O)c7cc8c(=O)n([*])c(=O)c8cc7c6=O)cc5)cc4)c3)cc2)cc1,Egc,2.3756
1915,[*]c1ccc(Oc2cccc(Oc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,Egc,2.3531
1916,[*]c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,Egc,2.1293
1917,[*]c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Egc,2.9129
1918,[*]c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)ccc1-2,Egc,2.6588
1919,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,Egc,3.4309
1920,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,Egc,2.83
1921,[*]c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)nc1,Egc,3.2895
1922,[*]c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N([*])C8=O)cc6C5=O)c4)cc3)cc2)c1,Egc,2.9006
1923,[*]c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)cc1,Egc,3.4906
1924,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Egc,3.0187
1925,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)c3cccc(N4C(=O)c5ccc([*])cc5C4=O)c3)c1)C2=O,Egc,3.3361
1926,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,Egc,2.497
1927,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c1)C2=O,Egc,2.3447
1928,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(Cc3ccc(C(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)c1)C2=O,Egc,2.9158
1929,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)c3cccc(C(=O)c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)c3)cc1)C2=O,Egc,2.9294
1930,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc([*])cc4C3=O)c1C)C2=O,Egc,3.3303
1931,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc([*])cc5C4=O)c(OC)c3)cc1OC)C2=O,Egc,2.4885
1932,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc3)cc1)C2=O,Egc,2.3242
1933,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc([*])cc5C4=O)ccc1-3)C2=O,Egc,2.2777
1934,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.5757
1935,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.66
1936,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.7406
1937,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)nc1)C2=O,Egc,3.0206
1938,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc([*])cc4C3=O)cc1)C2=O,Egc,2.8765
1939,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.4523
1940,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.4449
1941,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(OCCOCCOCCOc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.5902
1942,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(-c4ccc(Oc5ccc(N6C(=O)c7ccc([*])cc7C6=O)cc5)cc4)cc3)cc1)C2=O,Egc,2.0335
1943,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,Egc,3.1735
1944,[*]c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5cccc(Oc6cccc7c6C(=O)N([*])C7=O)c5)c4C3=O)cc2)cc1,Egc,2.949
1945,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(Oc5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,Egc,3.2083
1946,[*]c1ccc(C(C)(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.5724
1947,[*]C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc([*])cc3C2=O)cc1,Egc,3.6854
1948,[*]c1ccc(C2(c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,Egc,2.7114
1949,[*]c1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)c2)cc1,Egc,2.46
1950,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Sc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)cc1,Egc,2.9567
1951,[*]CCCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,Egc,3.7892
1952,[*]CCCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,Egc,3.5814
1953,[*]CCCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3c(Br)c2c1=O,Egc,3.5401
1954,[*]C(=O)Nc1cccc(C=CC(=O)C=Cc2cccc(NC(=O)c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)c2)c1,Egc,3.0227
1955,[*]Nc1nc(Nn2c(=O)c3cc4c(=O)n([*])c(=O)c4cc3c2=O)nc(N(CCCC)CCCC)n1,Egc,2.5558
1956,[*]c1ccc(Oc2cccc3c(Oc4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cccc23)cc1,Egc,1.8659
1957,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(c3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)(C(F)(F)F)C(F)(F)F)cc1)C2=O,Egc,3.0171
1958,[*]c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Egc,3.3278
1959,[*]c1ccc(Oc2cc3ccccc3cc2Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.0632
1960,[*]C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc([*])cc5C4=O)cc3)cc1)C2=O,Egc,2.3398
1961,[*]c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,Egc,2.7963
1962,[*]c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N([*])C5=O)cc3C2=O)cc1,Egc,3.1892
1963,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4[nH]3)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,Egc,2.2203
1964,[*]C(=O)c1ccc2c(c1)C(=O)N(c1cc(-c3nc4ccccc4oc3=O)cc(N3C(=O)c4ccc([*])cc4C3=O)c1)C2=O,Egc,2.8859
1965,[*]OC(=O)CCCCC([*])=O,Egc,6.1659
1966,[*]OC(=O)CCCCCCCC([*])=O,Egc,6.2617
1967,[*]OC(=O)CCCCCCCCCCC([*])=O,Egc,6.499
1968,[*]OC(=O)CS(=O)(=O)CCS(=O)(=O)CC([*])=O,Egc,5.7619
1969,[*]OC(=O)CCS(=O)(=O)CCS(=O)(=O)CCC([*])=O,Egc,6.2137
1970,[*]OC(=O)c1ccc(CCCCCCc2ccc(C([*])=O)cc2)cc1,Egc,4.5994
1971,[*]OC(=O)c1ccc(C(C)(C)c2ccc(C([*])=O)cc2)cc1,Egc,4.3936
1972,[*]OC(=O)c1ccc(Cc2ccc(C([*])=O)cc2)cc1,Egc,4.3273
1973,[*]OC(=O)CCCCCCCCCCCCCCCCC([*])=O,Egc,6.1592
1974,[*]OC(=O)c1ccc(CCCCCc2ccc(C([*])=O)cc2)cc1,Egc,4.7446
1975,[*]OC(=O)Cc1ccc(CC([*])=O)cc1,Egc,5.2715
1976,[*]OC(=O)CCc1ccc(CCC([*])=O)cc1,Egc,5.0434
1977,[*]OC(=O)CCCCCC([*])=O,Egc,5.9809
1978,[*]OC(=O)CCCCCCCCC([*])=O,Egc,5.9944
1979,[*]OC(=O)CCCCCCC([*])=O,Egc,6.0659
1980,[*]OC(=O)CCS(=O)(=O)CCC([*])=O,Egc,6.2922
1981,[*]OC(=O)c1ccc(C([*])=O)cc1,Egc,4.5736
1982,[*]OC(=O)CCCCCCCCCCCCC([*])=O,Egc,6.2591
1983,[*]OC(=O)c1ccc(CCCCc2ccc(C([*])=O)cc2)cc1,Egc,4.8401
1984,[*]OC(=O)CCCCCCCCCCCC([*])=O,Egc,6.2745
1985,[*]OC(=O)c1ccc(CCCc2ccc(C([*])=O)cc2)cc1,Egc,4.5456
1986,[*]OC(=O)CCCCCCCCCC([*])=O,Egc,6.2966
1987,[*]OC(=O)CS(=O)(=O)Cc1ccc(CS(=O)(=O)CC([*])=O)cc1,Egc,4.9033
1988,[*]OC(=O)c1cccc(C([*])=O)c1,Egc,4.6197
1989,[*]CC1(C)CC([*])(C)C(=O)OC1=O,Egc,6.0049
1990,[*]CCCCOC(=O)SC(=O)O[*],Egc,5.9582
1991,[*]CC1CC([*])C(=O)OC1=O,Egc,6.1563
1992,[*]CCCCCCOC(=O)O[*],Egc,7.3901
1993,[*]OC1C(C)(C)C(OC([*])=O)C1(C)C,Egc,6.5093
1994,[*]Oc1ccc(Cc2ccc(OC([*])=O)cc2)cc1,Egc,4.8502
1995,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,Egc,5.1003
1996,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,Egc,5.2059
1997,[*]Oc1ccc(C(c2ccccc2)c2ccc(OC([*])=O)cc2C)c(C)c1,Egc,4.7259
1998,[*]Oc1ccc(C(C)(CC)c2ccc(OC([*])=O)cc2)cc1,Egc,5.0105
1999,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(C)c2)cc1C,Egc,5.0684
2000,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)c(Cl)c2)cc1Cl,Egc,4.9898
2001,[*]Oc1ccc(C2(c3ccc(OC([*])=O)c(Cl)c3)CCCCC2)cc1Cl,Egc,4.9504
2002,[*]Oc1ccc(C2(c3ccc(OC([*])=O)cc3)c3ccccc3-c3ccccc32)cc1,Egc,4.4035
2003,[*]Oc1ccc(C(C#N)(c2ccccc2)c2ccc(OC([*])=O)cc2)cc1,Egc,5.0272
2004,[*]Oc1c(C)cc(C(C)(C)c2cc(C)c(OC([*])=O)c(C)c2)cc1C,Egc,5.1025
2005,[*]Oc1ccc(C(CC)(c2ccccc2)c2ccc(OC([*])=S)cc2)cc1,Egc,4.1012
2006,[*]CCCCOC(=O)O[*],Egc,7.3079
2007,[*]CCCCCCCCCCOC(=O)O[*],Egc,7.22
2008,[*]CCCCCOC(=O)O[*],Egc,7.3186
2009,[*]Oc1ccc(S(=O)c2ccc(OC([*])=O)cc2)cc1,Egc,4.6592
2010,[*]CCCCOC(=O)SSC(=O)O[*],Egc,4.2442
2011,[*]Cc1ccc(COC(=O)O[*])cc1,Egc,5.5423
2012,[*]Oc1ccc(C(=C(Cl)Cl)c2ccc(OC([*])=O)cc2)cc1,Egc,4.2371
2013,[*]Oc1ccc(OC(=O)Oc2ccc(OC([*])=O)cc2)cc1C,Egc,5.0353
2014,[*]Oc1ccc(OC(=O)Oc2ccc(OC([*])=O)cc2)cc1Cl,Egc,5.1691
2015,[*]Oc1cccc(OC(=O)Oc2ccc(OC([*])=O)cc2)c1,Egc,5.4757
2016,[*]Oc1ccc2ccc(OC(=O)Oc3ccc(OC([*])=O)cc3)cc2c1,Egc,4.3295
2017,[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3)cccc12,Egc,4.0608
2018,[*]Oc1cccc2c(OC(=O)Oc3cccc(OC([*])=O)c3)cccc12,Egc,4.104
2019,[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3C)cccc12,Egc,4.1043
2020,[*]Oc1cccc2c(OC(=O)Oc3ccc(OC([*])=O)cc3Cl)cccc12,Egc,4.0203
2021,[*]Oc1ccc(OC([*])=O)cc1,Egc,5.1376
2022,[*]CC(C)(C)CS(=O)(=O)CC(C)(C)COC(=O)O[*],Egc,6.8436
2023,[*]Oc1ccc(C(C)c2ccc(OC([*])=O)c(C)c2)cc1C,Egc,5.159
2024,[*]CCN[*],Egc,5.0274
2025,[*]CCCN([*])C(=O)c1ccccc1,Egc,5.2083
2026,[*]CCCCCCCCCCNCCCCCCN[*],Egc,5.4327
2027,[*]CCS(=O)(=O)CCN1CCN([*])CC1,Egc,4.9753
2028,[*]CCCN([*])C(C)=O,Egc,5.7364
2029,[*]c1ccc(-c2cnc3ccc(-c4ccc5ncc([*])nc5c4)cc3n2)cc1,Egc,3.3577
2030,[*]c1ccc(-c2ccc(-c3ccc(-c4cnc5ccc(-c6ccc7ncc([*])nc7c6)cc5n4)cc3)cc2)cc1,Egc,3.1009
2031,[*]c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c([*])nc5c4)ccc3nc2-c2ccccc2)cc1,Egc,3.3015
2032,[*]C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5cc([*])ccc5nc4-c4ccccc4)cc3)nc2c1,Egc,3.2924
2033,[*]c1ccc(-c2cnc3ccc(S(=O)(=O)c4ccc5ncc([*])nc5c4)cc3n2)cc1,Egc,3.2952
2034,[*]c1ccc(-c2cnc3cc4ncc([*])nc4cc3n2)cc1,Egc,2.7084
2035,[*]c1ccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)cc1,Egc,2.6364
2036,[*]c1cccc(-c2nc3cc4nc([*])c(-c5ccccc5)nc4cc3nc2-c2ccccc2)c1,Egc,2.9837
2037,[*]C(=O)c1ccc2nc(-c3ccc(-c4cnc5cc([*])ccc5n4)cc3)cnc2c1,Egc,3.0578
2038,[*]c1ccc(-c2cnc3cc(S(=O)(=O)c4ccc5nc([*])cnc5c4)ccc3n2)cc1,Egc,3.1704
2039,[*]c1ccc(-c2cnc3ccc(-c4ccc5nc([*])cnc5c4)cc3n2)cc1,Egc,3.3633
2040,[*]c1ccc(-c2cnc3cc4nc([*])cnc4cc3n2)cc1,Egc,2.7587
2041,[*]c1ccc(-c2nc3ccc(S(=O)(=O)c4ccc5nc([*])c(-c6ccccc6)nc5c4)cc3nc2-c2ccccc2)cc1,Egc,2.8529
2042,[*]c1ccc(-c2nc3cc4nc(-c5ccccc5)c([*])nc4cc3nc2-c2ccccc2)cc1,Egc,2.8531
2043,[*]CCCN[*],Egc,5.2088
2044,[*]C(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(-c4nc5ccc([*])cc5nc4-c4ccccc4)cc3)nc2c1,Egc,3.1886
2045,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,Egc,2.8449
2046,[*]c1ccc(-c2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,Egc,2.7698
2047,[*]c1ccc(-c2cnc3cc(-c4ccc5nc([*])cnc5c4)ccc3n2)cc1,Egc,3.2178
2048,[*]CCCCCCn1ccc(-c2ccc(-c3ccn([*])n3)cc2)n1,Egc,4.0274
2049,[*]c1ccc(-n2ccc(-c3cccc(-c4ccn([*])n4)c3)n2)cc1,Egc,3.7316
2050,[*]c1ccc(-n2ccc(-c3ccc(-c4ccn([*])n4)cc3)n2)cc1,Egc,3.3335
2051,[*]CCC1CC(=O)N([*])C1=O,Egc,6.0041
2052,[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,Egc,3.3322
2053,[*]c1ccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,Egc,2.983
2054,[*]c1cccc(-c2nc3cc(-c4ccc5nc([*])c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,Egc,3.3649
2055,[*]c1nc(C)nc(N(CCCCN([*])c2ccccc2)c2ccccc2)n1,Egc,3.7879
2056,[*]c1nc(C)nc(N(CCCCCCN([*])c2ccccc2)c2ccccc2)n1,Egc,3.751
2057,[*]CC1CC([*])CN(c2nc(N)nc(N)n2)C1,Egc,5.1254
2058,[*]N=P([*])(Cl)Cl,Egc,3.9556
2059,[*]CCC([*])=O,Egc,5.3275
2060,[*]Oc1ccc(C(=O)c2ccc([*])cc2)cc1,Egc,3.9194
2061,[*]OS(=O)(=O)c1ccc([*])cc1,Egc,4.9308
2062,[*]Cc1cc(C)c([*])cc1C,Egc,5.0056
2063,[*]CCc1cccc([*])c1,Egc,5.4567
2064,[*]CCc1ccc([*])c(C#N)c1,Egc,4.7476
2065,[*]CCc1ccc([*])c(Cl)c1,Egc,5.1823
2066,[*]CCc1ccc([*])c(Br)c1,Egc,5.0525
2067,[*]CCc1cc(Cl)c([*])cc1Cl,Egc,5.2202
2068,[*]c1cccc([*])c1,Egc,4.1803
2069,[*]C=Cc1ccc([*])cc1,Egc,3.3285
2070,[*]c1ccc(C2C(C(=O)OC)C([*])C2C(=O)OC)cc1,Egc,4.8882
